iter	PrecisionAt:top=5	RecallAt:top=5	MAP:top=5
415	0.16975	0.5826537133	0.1906060764
420	0.170375	0.582875462	0.1906967014
425	0.170125	0.5826949065	0.1906913194
430	0.171125	0.5837534001	0.1916939236
435	0.171125	0.5841169417	0.19219375
440	0.171	0.5834832612	0.1920149306
445	0.17075	0.5832377029	0.1920574653
450	0.1705	0.5830423904	0.1918253472
455	0.1705	0.5830163487	0.1920067708
460	0.1705	0.5832720306	0.1920510417
465	0.170875	0.5834484557	0.1929177083
470	0.171125	0.5837088724	0.19300625
475	0.1715	0.5836039512	0.1934333333
480	0.171625	0.5836664512	0.193796875
485	0.172	0.584165702	0.1940579861
490	0.172	0.5839660492	0.1943510417
495	0.17225	0.5845054837	0.1941449653
500	0.17275	0.585372013	0.1942385417
505	0.172125	0.5848594382	0.1943338542
510	0.172625	0.5855160796	0.1944838542
515	0.173	0.5858248952	0.1944651042
520	0.173	0.5851056717	0.1943262153
525	0.1725	0.5845992921	0.1939147569
530	0.172625	0.5846092353	0.1939559028
535	0.17275	0.5850739945	0.1940659722
540	0.172625	0.5845995415	0.1946098958
545	0.172375	0.5844321308	0.1949041667
550	0.172375	0.5846517763	0.1950842014
555	0.1725	0.5845885172	0.1952885417
560	0.173	0.5848710299	0.1955354167
565	0.173375	0.5851113572	0.196428125
570	0.17325	0.5847668632	0.1965885417
575	0.172875	0.5845880212	0.1961234375
580	0.17275	0.5844057295	0.196246875
585	0.17325	0.5846794376	0.196546875
590	0.173	0.5844274084	0.1969664931
595	0.17325	0.5848619322	0.1971914931
600	0.17325	0.5847490243	0.1969013889
605	0.17375	0.5852265715	0.1979116319
610	0.174	0.585465375	0.1976199653
615	0.173875	0.5852903567	0.1978616319
620	0.17425	0.5856958627	0.1977907986
625	0.1735	0.5851157741	0.1973503472
630	0.173625	0.5856738098	0.1977671875
635	0.173625	0.5855813582	0.1975097222
640	0.173625	0.5857401815	0.1979664931
645	0.173625	0.5858795397	0.1981279514
650	0.173875	0.5860965535	0.1983279514
655	0.17375	0.5860653035	0.1982638889
660	0.174375	0.5865942557	0.1985892361
665	0.17425	0.5865835327	0.1982944444
670	0.1745	0.5867140474	0.1987128472
675	0.174125	0.5864220744	0.1984732639
680	0.174125	0.5861663926	0.1984201389
685	0.174125	0.5862966009	0.1985185764
690	0.1745	0.5865007763	0.1989512153
695	0.1745	0.5864713208	0.1992069444
700	0.174625	0.5864445351	0.1993798611
705	0.174875	0.5865851601	0.1997027778
710	0.17475	0.5865071866	0.1996407986
715	0.17475	0.5868627555	0.1993157986
720	0.17475	0.587387309	0.1992869792
725	0.174625	0.587232261	0.1994796875
730	0.175125	0.5875083026	0.1998578125
735	0.175	0.5874301776	0.1998411458
740	0.1755	0.5877943233	0.2001532986
745	0.17525	0.5876593801	0.2000595486
750	0.175125	0.5875934304	0.2000720486
755	0.175375	0.5871033736	0.2000835069
760	0.175375	0.5866666535	0.2001960069
765	0.175625	0.5873484717	0.2005751736
770	0.175125	0.5869624423	0.2003098958
775	0.1755	0.5872550215	0.2005350694
780	0.1755	0.5872709358	0.2003902778
785	0.17575	0.5877179845	0.2007960069
790	0.176	0.5875300936	0.2008376736
795	0.176	0.5880294042	0.2008960069
800	0.176	0.587969898	0.2009081597
805	0.176625	0.5876746007	0.2014060764
810	0.176375	0.5875454257	0.2012460069
815	0.176625	0.5880572528	0.2011772569
820	0.17675	0.5881479766	0.2013946181
825	0.176375	0.5879578117	0.2012979167
830	0.176375	0.587939109	0.2014657986
835	0.176375	0.5879672814	0.2014494792
840	0.17675	0.5883813439	0.2016052083
845	0.176625	0.5877053928	0.2020826389
850	0.1765	0.5883735314	0.2019765625
855	0.1765	0.5877875939	0.2018480903
860	0.17675	0.5884867125	0.2022618056
865	0.176375	0.5883408792	0.2020109375
870	0.17675	0.5893214481	0.2021260417
875	0.17675	0.5892303022	0.2024234375
880	0.176625	0.5890747963	0.2023810764
885	0.176375	0.5889054998	0.2024690972
890	0.176375	0.5891287141	0.2023753472
895	0.1765	0.5890877915	0.2025276042
900	0.176625	0.5887336248	0.2026854167
905	0.17675	0.5888794581	0.2029333333
910	0.176875	0.5890357081	0.2029380208
915	0.176375	0.5888198323	0.2027651042
920	0.1765	0.588909118	0.2030758681
925	0.17675	0.589019237	0.2032414931
930	0.176875	0.5890886815	0.2029763889
935	0.17675	0.5889324315	0.2032069444
940	0.177	0.5891773798	0.2036798611
945	0.177125	0.5891064091	0.2037392361
950	0.176875	0.5889906238	0.2038444444
955	0.176875	0.5889221715	0.2037482639
960	0.17675	0.5888740945	0.2036722222
965	0.177	0.5890668029	0.2036315972
970	0.1775	0.5895663294	0.2044961806
975	0.1775	0.5896478026	0.2043409722
980	0.17775	0.5896433383	0.2046897569
985	0.1775	0.5893781868	0.2046949653
990	0.17775	0.5896255826	0.2045293403
995	0.177625	0.5895630826	0.2045842014
1000	0.17775	0.5895902565	0.2046269097
1005	0.1775	0.5894384708	0.2045866319
1010	0.17775	0.589557789	0.2047845486
1015	0.17825	0.5900220747	0.2051435764
1020	0.178	0.5898970747	0.2051092014
1025	0.17825	0.5899986372	0.2051842014
1030	0.178	0.589870289	0.2052081597
1035	0.17825	0.5900187265	0.2055862847
1040	0.178375	0.5901913456	0.2059404514
1045	0.178125	0.5900038456	0.2055036458
1050	0.178125	0.5899536224	0.2060116319
1055	0.1785	0.5899704493	0.2063793403
1060	0.178625	0.5901787826	0.2064526042
1065	0.17875	0.5903871159	0.2068723958
1070	0.178875	0.5904391993	0.2068838542
1075	0.178875	0.5904391993	0.2069942708
1080	0.179	0.5905016993	0.2076859375
1085	0.179	0.5905016993	0.2077625
1090	0.179	0.5905542561	0.2076932292
1095	0.17925	0.590811922	0.2079829861
1100	0.17925	0.5909417315	0.2080590278
1105	0.179625	0.5910202554	0.2084736111
1110	0.179125	0.5910374495	0.2080996528
1115	0.179125	0.5909566613	0.2083114583
1120	0.17875	0.5907706226	0.2079288194
1125	0.179125	0.5910487949	0.20845
1130	0.1795	0.5912710171	0.2086954861
1135	0.179625	0.5914128441	0.2092267361
1140	0.179625	0.5914436362	0.2091772569
1145	0.17925	0.5912170737	0.2089109375
1150	0.1795	0.5917061228	0.2090526042
1155	0.18	0.5919467566	0.2096088542
1160	0.18025	0.5919556852	0.2098522569
1165	0.18075	0.5922259021	0.2103460069
1170	0.18075	0.5922889362	0.2101472222
1175	0.1805	0.5921717487	0.2098779514
1180	0.181125	0.592569385	0.2112550347
1185	0.180875	0.5923989122	0.2107546875
1190	0.18075	0.5924562039	0.2111713542
1195	0.181375	0.5929219777	0.2117428819
1200	0.181375	0.5929145372	0.2120383681
1205	0.18125	0.5926679713	0.2117737847
1210	0.181375	0.5927542808	0.2117814236
1215	0.181375	0.5928063641	0.21205
1220	0.181625	0.5930399951	0.2121609375
1225	0.182125	0.5933135834	0.2125760417
1230	0.182	0.5934847144	0.212675
1235	0.181875	0.5931722144	0.212415625
1240	0.182	0.5934847144	0.2124824653
1245	0.182125	0.5935913612	0.2130024306
1250	0.182375	0.5939663612	0.2132644097
1255	0.182	0.5938185169	0.2131331597
1260	0.18225	0.5939122669	0.2132831597
1265	0.182375	0.5936964931	0.2133836806
1270	0.182375	0.5939197074	0.2132996528
1275	0.18225	0.5939226836	0.2131866319
1280	0.182	0.5934539336	0.2130067708
1285	0.182	0.5932872669	0.2129296875
1290	0.181625	0.5931528805	0.2127328125
1295	0.18225	0.5934506562	0.2132401042
1300	0.18175	0.5932566589	0.21285
1305	0.181875	0.5929218375	0.2128444444
1310	0.18225	0.5931443239	0.21315625
1315	0.182375	0.5932444842	0.2138694444
1320	0.182	0.5929434311	0.2140402778
1325	0.182	0.5929434311	0.2139538194
1330	0.18225	0.5934642644	0.2143637153
1335	0.1825	0.5935864448	0.2144512153
1340	0.1825	0.5936708781	0.2143251736
1345	0.18225	0.5934672406	0.2143107639
1350	0.182375	0.5935230442	0.2141253472
1355	0.18225	0.5933007306	0.2142659722
1360	0.182375	0.5934569806	0.2143326389
1365	0.182625	0.5936030845	0.2146597222
1370	0.18325	0.5946030845	0.2151590278
1375	0.183125	0.5944937095	0.215
1380	0.183125	0.5945150163	0.21508125
1385	0.183	0.5944868564	0.2152850694
1390	0.183625	0.5948600289	0.215559375
1395	0.183625	0.5948339872	0.2157708333
1400	0.18325	0.5939844947	0.2153760417
1405	0.183125	0.5939063697	0.2152770833
1410	0.183375	0.5940808489	0.215453125
1415	0.18375	0.5943268425	0.2157885417
1420	0.18375	0.5943268425	0.2157364583
1425	0.183625	0.5941705925	0.2159440972
1430	0.183875	0.5949190627	0.2166560764
1435	0.183625	0.594673527	0.2164430556
1440	0.183625	0.594673527	0.2168368056
1445	0.183625	0.5947147358	0.2161430556
1450	0.184125	0.5957523961	0.2165159722
1455	0.18375	0.5950402567	0.2160847222
1460	0.184125	0.5957523961	0.2164534722
1465	0.184375	0.5959711461	0.2165420139
1470	0.184375	0.5960648961	0.2164753472
1475	0.1845	0.5967133336	0.2166295139
1480	0.184625	0.5970258336	0.2172055556
1485	0.18475	0.5971508336	0.2173565972
1490	0.184875	0.5971716669	0.21704375
1495	0.184875	0.5970848614	0.2175375
1500	0.185	0.5967723614	0.21743125
1505	0.18525	0.5972324308	0.2177885417
1510	0.185375	0.5973661114	0.2178973958
1515	0.185125	0.5971699308	0.2177852431
1520	0.1855	0.5974668058	0.2184295139
1525	0.1855	0.5973730558	0.2183508681
1530	0.18575	0.5974228424	0.2186810764
1535	0.185625	0.5975071352	0.2186623264
1540	0.18575	0.5981321352	0.2189592014
1545	0.18575	0.5981086063	0.2188456597
1550	0.18625	0.5987024477	0.2190703125
1555	0.1865	0.5988274477	0.2192265625
1560	0.186625	0.5989524477	0.2192741319
1565	0.186625	0.5988691144	0.2193175347
1570	0.1865	0.5988066144	0.2194282986
1575	0.1865	0.5987753644	0.2194723958
1580	0.18625	0.5987441144	0.2195911458
1585	0.186625	0.599285781	0.2197869792
1590	0.186875	0.5994067049	0.2202876736
1595	0.186625	0.5984692049	0.2197678819
1600	0.186625	0.5990525383	0.2196980903
1605	0.186625	0.599067031	0.2195678819
1610	0.1865	0.598379531	0.2195921875
1615	0.18675	0.5986961071	0.2194901042
1620	0.186625	0.5985711071	0.2197505208
1625	0.1865	0.5986891627	0.2197046875
1630	0.186625	0.5987238849	0.2198109375
1635	0.18675	0.598715113	0.2199401042
1640	0.187	0.5989512241	0.2199932292
1645	0.1875	0.5993686348	0.2202223958
1650	0.18775	0.599715857	0.2204046875
1655	0.18775	0.599950232	0.2205989583
1660	0.187875	0.600028357	0.2208802083
1665	0.187875	0.5994380792	0.2208005208
1670	0.188	0.6006255792	0.2209609375
1675	0.187625	0.599931604	0.2208119792
1680	0.187625	0.599931604	0.2208546875
1685	0.187625	0.5993586873	0.2208991319
1690	0.187625	0.5993586873	0.2212164931
1695	0.187625	0.599150354	0.2207491319
1700	0.18775	0.5991949969	0.2214366319
1705	0.187625	0.5991472538	0.2214276042
1710	0.187875	0.6000153094	0.2217057292
1715	0.18775	0.5993903094	0.2215911458
1720	0.1875	0.5991993371	0.2213765625
1725	0.187625	0.5992340594	0.2215192708
1730	0.188	0.6001715594	0.2217171875
1735	0.188	0.6001715594	0.2217854167
1740	0.188125	0.6004840594	0.2219055556
1745	0.188125	0.6004840594	0.2220159722
1750	0.188125	0.6003798927	0.2220208333
1755	0.188	0.5997548927	0.2220322917
1760	0.188125	0.5998173927	0.2222814236
1765	0.18825	0.600025726	0.2225157986
1770	0.188375	0.600103851	0.2227333333
1775	0.18875	0.6007926179	0.2229388889
1780	0.188875	0.6008707429	0.22305
1785	0.188625	0.6007578957	0.2227958333
1790	0.1885	0.6007566288	0.2226958333
1795	0.188625	0.6019805871	0.2227229167
1800	0.188875	0.601419354	0.2231381944
1805	0.189	0.6020899621	0.2233359375
1810	0.189125	0.6022462121	0.2234427083
1815	0.189125	0.6024962121	0.2235390625
1820	0.189125	0.6024962121	0.2235260417
1825	0.189125	0.6024962121	0.2237515625
1830	0.189	0.6024515693	0.2236890625
1835	0.189	0.6018890693	0.22376875
1840	0.189	0.6024515693	0.2238006944
1845	0.188875	0.6018265693	0.2237230903
1850	0.189	0.601930736	0.2239364583
1855	0.188875	0.6018265693	0.2237756944
1860	0.189	0.6019237915	0.2241411458
1865	0.189125	0.6019684344	0.2242637153
1870	0.189125	0.6020900003	0.2242196181
1875	0.18925	0.6021380772	0.2240543403
1880	0.189125	0.6020755772	0.2239918403
1885	0.18925	0.6023880772	0.2241585069
1890	0.189375	0.6024505772	0.2241428819
1895	0.18975	0.6031806501	0.2243954861
1900	0.18975	0.6031806501	0.2245621528
1905	0.189625	0.6031202201	0.2243907986
1910	0.18975	0.6031771397	0.2247840278
1915	0.18975	0.6031771397	0.2247798611
1920	0.189625	0.6031499658	0.2246824653
1925	0.189625	0.6031321087	0.2246256944
1930	0.18975	0.6032743044	0.2248878472
1935	0.18975	0.6032921616	0.2249836806
1940	0.18975	0.6031110022	0.2250128472
1945	0.19025	0.6035157641	0.2249034722
1950	0.19	0.6033993044	0.2247305556
1955	0.19	0.6033993044	0.2247368056
1960	0.190125	0.6034559347	0.2248935764
1965	0.190125	0.6034469203	0.2249168403
1970	0.19	0.6034237722	0.2248564236
1975	0.189875	0.6033612722	0.2249095486
1980	0.19	0.6034505579	0.2250350694
1985	0.19	0.6034505579	0.2248730903
1990	0.190125	0.6036068079	0.2250449653
1995	0.190125	0.6034257181	0.2250324653
1999	0.19	0.6033736348	0.2251012153
