iter	Passed	Remaining
1376	64676	29261
1377	64717	29212
1378	64760	29163
1379	64796	29111
1380	64860	29072
1381	64911	29027
1382	64960	28980
1383	65009	28934
1384	65045	28882
1385	65111	28844
1386	65150	28793
1387	65187	28742
1388	65226	28692
1389	65263	28640
1390	65323	28599
1391	65356	28546
1392	65393	28495
1393	65430	28444
1394	65465	28391
1395	65527	28351
1396	65564	28300
1397	65601	28249
1398	65640	28198
1399	65681	28149
1400	65747	28110
1401	65782	28058
1402	65823	28009
1403	65861	27958
1404	65898	27907
1405	65980	27874
1406	66025	27827
1407	66065	27777
1408	66101	27726
1409	66142	27676
1410	66202	27635
1411	66241	27584
1412	66279	27534
1413	66316	27483
1414	66350	27431
1415	66411	27390
1416	66449	27339
1417	66486	27288
1418	66525	27238
1419	66569	27190
1420	66651	27157
1421	66686	27106
1422	66721	27054
1423	66757	27002
1424	66795	26952
1425	66853	26909
1426	66886	26857
1427	66920	26805
1428	66965	26757
1429	67020	26714
1430	67085	26674
1431	67121	26623
1432	67161	26573
1433	67204	26525
1434	67246	26476
1435	67308	26435
1436	67343	26384
1437	67381	26333
1438	67420	26284
1439	67460	26234
1440	67519	26192
1441	67555	26141
1442	67598	26092
1443	67638	26043
1444	67683	25996
1445	67748	25956
1446	67785	25905
1447	67820	25854
1448	67857	25803
1449	67901	25755
1450	67963	25714
1451	68020	25671
1452	68064	25623
1453	68098	25572
1454	68136	25522
1455	68202	25482
1456	68241	25432
1457	68280	25382
1458	68323	25334
1459	68358	25283
1460	68418	25241
1461	68454	25190
1462	68491	25140
1463	68530	25090
1464	68569	25040
1465	68626	24997
1466	68662	24946
1467	68699	24896
1468	68739	24847
1469	68776	24796
1470	68837	24755
1471	68873	24704
1472	68910	24654
1473	68948	24604
1474	68987	24554
1475	69070	24521
1476	69114	24473
1477	69151	24422
1478	69188	24372
1479	69230	24324
1480	69289	24281
1481	69328	24232
1482	69366	24182
1483	69402	24131
1484	69438	24081
1485	69500	24040
1486	69542	23991
1487	69579	23941
1488	69616	23891
1489	69654	23841
1490	69716	23800
1491	69752	23749
1492	69792	23700
1493	69832	23651
1494	69868	23601
1495	69930	23559
1496	69967	23509
1497	70004	23459
1498	70050	23412
1499	70107	23369
1500	70170	23327
1501	70206	23277
1502	70246	23228
1503	70287	23179
1504	70326	23130
1505	70390	23089
1506	70426	23039
1507	70465	22990
1508	70505	22941
1509	70544	22891
1510	70608	22850
1511	70644	22800
1512	70680	22750
1513	70719	22701
1514	70755	22651
1515	70816	22609
1516	70852	22558
1517	70895	22510
1518	70930	22460
1519	70971	22411
1520	71034	22370
1521	71067	22319
1522	71107	22270
1523	71170	22229
1524	71209	22180
1525	71268	22137
1526	71308	22088
1527	71345	22038
1528	71390	21991
1529	71442	21946
1530	71522	21909
1531	71581	21866
1532	71635	21822
1533	71683	21776
1534	71742	21732
1535	71828	21698
1536	71881	21653
1537	71943	21611
1538	72006	21569
1539	72073	21528
1540	72215	21509
1541	72268	21464
1542	72333	21423
1543	72400	21382
1544	72468	21341
1545	72572	21311
1546	72638	21270
1547	72705	21229
1548	72771	21187
1549	72834	21145
1550	72953	21119
1551	73003	21073
1552	73059	21028
1553	73124	20986
1554	73159	20936
1555	73274	20908
1556	73328	20863
1557	73393	20821
1558	73460	20779
1559	73496	20729
1560	73585	20694
1561	73643	20650
1562	73708	20608
1563	73774	20566
1564	73839	20523
1565	73950	20494
1566	74011	20451
1567	74077	20409
1568	74142	20366
1569	74201	20322
1570	74337	20299
1571	74381	20251
1572	74427	20203
1573	74476	20156
1574	74529	20111
1575	74642	20081
1576	74708	20039
1577	74776	19997
1578	74832	19952
1579	74897	19909
1580	75022	19882
1581	75078	19837
1582	75133	19792
1583	75170	19741
1584	75207	19691
1585	75266	19647
1586	75309	19598
1587	75373	19555
1588	75408	19504
1589	75447	19455
1590	75509	19411
1591	75547	19361
1592	75587	19312
1593	75628	19262
1594	75668	19213
1595	75734	19170
1596	75772	19121
1597	75810	19071
1598	75845	19020
1599	75884	18971
1600	75942	18926
1601	75979	18876
1602	76015	18826
1603	76052	18776
1604	76094	18727
1605	76166	18685
1606	76199	18634
1607	76233	18584
1608	76269	18534
1609	76306	18484
1610	76391	18445
1611	76440	18398
1612	76475	18348
1613	76515	18299
1614	76551	18249
1615	76612	18204
1616	76652	18155
1617	76691	18106
1618	76730	18057
1619	76765	18006
1620	76828	17962
1621	76862	17912
1622	76900	17862
1623	76940	17813
1624	76979	17764
1625	77038	17719
1626	77072	17669
1627	77112	17620
1628	77154	17571
1629	77195	17522
1630	77254	17478
1631	77287	17427
1632	77323	17377
1633	77358	17327
1634	77398	17278
1635	77492	17241
1636	77526	17191
1637	77561	17141
1638	77599	17091
1639	77638	17042
1640	77698	16998
1641	77731	16947
1642	77767	16897
1643	77807	16848
1644	77854	16801
1645	77917	16757
1646	77956	16708
1647	77997	16659
1648	78036	16610
1649	78080	16562
1650	78137	16517
1651	78170	16466
1652	78206	16417
1653	78245	16368
1654	78284	16319
1655	78349	16275
1656	78384	16225
1657	78433	16178
1658	78495	16134
1659	78528	16084
1660	78588	16039
