iter	NDCG:top=5;type=Base_SumError	NDCG:top=5;type=Base_SumWeight	MAP:top=5_SumError	MAP:top=5_SumWeight
160	242.3718721	400	73.83666667	400
161	241.593706	400	72.54333333	400
162	241.593706	400	72.54333333	400
163	241.8477269	400	72.29666667	400
164	241.8477269	400	72.29666667	400
165	241.8991165	400	72.29666667	400
166	241.9264138	400	72.33	400
167	241.4784271	400	72.46333333	400
168	241.502189	400	72.46333333	400
169	241.7137096	400	71.725	400
170	241.5788036	400	71.43166667	400
171	242.651502	400	72.93333333	400
172	242.5949753	400	72.76666667	400
173	242.5095386	400	72.93333333	400
174	242.5095386	400	72.93333333	400
175	242.5333005	400	72.93333333	400
176	242.6711597	400	73.13333333	400
177	244.4701798	400	73.66111111	400
178	245.2814496	400	74.14	400
179	245.2814496	400	74.14	400
180	245.2814496	400	74.14	400
181	245.6246397	400	74.45583333	400
182	245.6246397	400	74.45583333	400
183	245.627787	400	74.53916667	400
184	245.627787	400	74.53916667	400
185	245.6515489	400	74.53916667	400
186	245.9825716	400	75.39694444	400
187	246.4043925	400	75.94111111	400
188	246.4043925	400	75.94111111	400
189	246.4068937	400	75.94111111	400
190	245.6014905	400	75.07777778	400
191	245.551999	400	74.8	400
192	247.7885521	400	77.50916667	400
193	247.7418161	400	77.50916667	400
194	247.7418161	400	77.50916667	400
195	249.1685048	400	79.72055556	400
196	249.1685048	400	79.72055556	400
197	249.1685048	400	79.72055556	400
198	249.5132031	400	79.84222222	400
199	249.3906607	400	79.76222222	400
200	249.3906607	400	79.76222222	400
201	249.3866525	400	80.15388889	400
202	249.3866525	400	80.15388889	400
203	249.3866525	400	80.15388889	400
204	249.5253168	400	80.545	400
205	249.9115498	400	80.795	400
206	249.8255231	400	80.82833333	400
207	249.8176859	400	80.77833333	400
208	249.8278077	400	80.46722222	400
209	249.8671942	400	80.46722222	400
210	249.9104429	400	79.80055556	400
211	249.9104429	400	79.80055556	400
212	249.815084	400	79.71722222	400
213	249.8225156	400	79.71722222	400
214	249.4501529	400	79.71722222	400
215	249.4501529	400	79.71722222	400
216	249.4352765	400	79.71722222	400
217	249.4722029	400	79.71722222	400
218	249.5053627	400	79.71722222	400
219	249.5716468	400	80.34194444	400
220	250.0100148	400	80.51361111	400
221	250.0490806	400	80.61083333	400
222	250.0611127	400	80.23305556	400
223	249.9949639	400	80.23305556	400
224	250.3936675	400	80.56638889	400
225	250.1918356	400	80.64972222	400
226	250.0918135	400	80.36527778	400
227	250.0769503	400	80.34527778	400
228	251.0206458	400	81.44194444	400
229	251.0649303	400	81.37527778	400
230	251.1321771	400	81.37527778	400
231	250.9378596	400	80.87861111	400
232	251.0672965	400	81.07861111	400
233	251.1792915	400	81.11861111	400
234	250.9860812	400	80.93527778	400
235	250.7883586	400	80.40527778	400
236	250.7883586	400	80.40527778	400
237	250.8046681	400	80.40527778	400
238	250.7883586	400	80.40527778	400
239	250.8118704	400	80.40527778	400
240	250.7981434	400	80.82194444	400
241	250.8495329	400	80.82194444	400
242	250.8732949	400	80.82194444	400
243	250.8495329	400	80.82194444	400
244	250.8495329	400	80.82194444	400
245	250.8495329	400	80.82194444	400
246	250.8569646	400	80.82194444	400
247	250.8807056	400	80.82194444	400
248	250.9173766	400	80.82194444	400
249	250.9729402	400	80.98861111	400
250	250.9729402	400	80.98861111	400
251	251.1041453	400	80.98861111	400
252	251.2734615	400	81.10194444	400
253	251.2734615	400	81.10194444	400
254	251.2317368	400	81.00194444	400
255	251.2825221	400	81.16861111	400
256	251.4123568	400	81.41861111	400
257	251.1846772	400	80.95861111	400
258	251.4002146	400	81.86861111	400
259	251.386916	400	81.80194444	400
260	251.3696605	400	81.80194444	400
261	251.3696605	400	81.80194444	400
262	251.5091449	400	81.65194444	400
263	251.5926801	400	81.7075	400
264	252.192101	400	81.91416667	400
265	252.0466698	400	82.00083333	400
266	251.9654416	400	82.03416667	400
267	251.9495348	400	82.03416667	400
268	252.0117323	400	82.03416667	400
269	252.018258	400	82.11083333	400
270	252.0742362	400	82.11083333	400
271	252.0583294	400	82.11083333	400
272	252.0439269	400	82.07083333	400
273	252.1402621	400	82.40083333	400
274	252.1640241	400	82.40083333	400
275	252.1395363	400	82.36083333	400
276	252.1059714	400	82.36083333	400
277	252.1059714	400	82.36083333	400
278	252.1059714	400	82.36083333	400
279	252.2013188	400	82.36083333	400
280	251.9908904	400	82.09416667	400
281	251.9908904	400	82.09416667	400
282	252.1403727	400	82.13416667	400
283	252.0740794	400	82.00416667	400
284	252.0815952	400	81.82916667	400
285	252.1459986	400	81.91916667	400
286	252.0924442	400	81.86916667	400
287	252.1881907	400	81.72916667	400
288	252.1644287	400	81.72916667	400
289	252.1851379	400	81.93083333	400
290	252.2197862	400	82.01416667	400
291	252.0964578	400	81.76416667	400
292	252.1805694	400	81.86416667	400
293	252.2868297	400	81.78083333	400
294	252.2868297	400	81.78083333	400
295	252.3040852	400	81.78083333	400
296	252.3639443	400	81.44416667	400
297	252.3354645	400	81.44416667	400
298	252.3743298	400	81.44083333	400
299	252.3743298	400	81.44083333	400
300	252.7200326	400	81.5575	400
301	252.7162919	400	81.64083333	400
302	252.8493881	400	81.79083333	400
303	252.8493881	400	81.79083333	400
304	252.6638382	400	81.52416667	400
305	252.5379877	400	81.39916667	400
306	252.4309631	400	81.39916667	400
307	253.0300816	400	82.91416667	400
308	253.0456273	400	82.91416667	400
309	253.1745292	400	82.96916667	400
310	253.0484682	400	82.84916667	400
311	253.0941033	400	82.75361111	400
312	253.066112	400	82.46861111	400
313	252.9641076	400	82.55694444	400
314	252.956676	400	82.55694444	400
315	252.8646716	400	82.49694444	400
316	252.9788841	400	82.79027778	400
317	253.0291533	400	82.79027778	400
318	252.9169323	400	82.86027778	400
319	252.9169323	400	82.86027778	400
320	252.9606118	400	82.99027778	400
321	252.9524243	400	82.99027778	400
322	253.051446	400	83.11527778	400
323	253.111932	400	83.11694444	400
324	253.0427185	400	82.83472222	400
325	253.0568819	400	82.83472222	400
326	253.5463224	400	83.29638889	400
327	253.4002141	400	83.12972222	400
328	253.139064	400	83.22805556	400
329	253.2345673	400	83.18638889	400
330	253.3871116	400	83.29638889	400
331	254.1381376	400	84.26638889	400
332	254.1629429	400	84.26638889	400
333	254.2339939	400	84.39138889	400
334	254.1058863	400	84.36805556	400
335	254.1991212	400	84.36805556	400
336	254.1593297	400	84.32416667	400
337	254.2458675	400	84.62416667	400
338	254.2983078	400	84.735	400
339	254.9200214	400	85.29833333	400
340	255.0120463	400	85.25	400
341	254.9941228	400	84.81666667	400
342	254.9819863	400	85.02333333	400
343	255.0207971	400	85.21166667	400
344	255.1009086	400	85.37833333	400
345	254.8904688	400	85.005	400
346	254.8076366	400	84.99333333	400
347	253.8767568	400	83.93888889	400
348	253.8767568	400	83.93888889	400
349	253.9757605	400	84.11222222	400
350	253.9101579	400	84.11222222	400
351	253.978216	400	84.12888889	400
352	253.926651	400	84.08722222	400
353	253.650999	400	84.00555556	400
354	253.650999	400	84.00555556	400
355	253.6308843	400	83.97222222	400
356	253.7342413	400	83.95055556	400
357	253.6558498	400	83.80055556	400
358	253.6107152	400	84.18888889	400
359	253.5293561	400	84.00222222	400
360	253.6306117	400	83.79555556	400
361	253.6800051	400	83.79555556	400
362	253.7268237	400	83.81555556	400
363	254.4331819	400	84.66888889	400
364	254.3889844	400	84.72555556	400
365	254.4187529	400	84.75888889	400
366	254.1569373	400	84.04888889	400
367	254.1685804	400	84.07388889	400
368	254.9631381	400	85.05388889	400
369	255.0142806	400	85.27722222	400
370	254.942235	400	85.45222222	400
371	254.5616216	400	84.93888889	400
372	254.6477614	400	84.85555556	400
373	254.7092469	400	84.88888889	400
374	254.7696159	400	85.00888889	400
375	254.8114917	400	85.14888889	400
376	254.8287625	400	85.14888889	400
377	253.9870055	400	83.95888889	400
378	254.0626117	400	83.98888889	400
379	253.9644045	400	83.81888889	400
380	253.9856296	400	83.85222222	400
381	254.0883044	400	84.19888889	400
382	254.8206545	400	85.56555556	400
383	254.8114455	400	85.56555556	400
384	254.3556046	400	84.80555556	400
385	254.3477674	400	84.75555556	400
386	254.5044333	400	84.65555556	400
387	254.5001091	400	84.65555556	400
388	254.4856062	400	84.65555556	400
389	255.0952264	400	85.65555556	400
390	254.5243242	400	84.68555556	400
391	254.5361386	400	84.80555556	400
392	255.2343591	400	85.72888889	400
393	255.4750708	400	85.75388889	400
394	254.9074136	400	84.75388889	400
395	254.5757352	400	84.60222222	400
396	255.2426506	400	85.52888889	400
397	255.3441717	400	85.54555556	400
398	255.2243066	400	85.63722222	400
399	255.5444995	400	85.63722222	400
400	255.5499585	400	85.63722222	400
401	255.5371417	400	85.78222222	400
402	255.4539464	400	85.49388889	400
403	255.8318252	400	85.84388889	400
404	255.8263663	400	85.84388889	400
405	255.8049718	400	85.81388889	400
406	255.8450886	400	85.87388889	400
407	255.848196	400	85.93388889	400
408	255.5859311	400	85.47611111	400
409	255.5178699	400	85.33277778	400
410	255.6424287	400	85.47277778	400
411	255.6636213	400	85.53611111	400
412	255.4280741	400	85.50611111	400
413	255.407978	400	85.50611111	400
414	255.5206616	400	85.60611111	400
415	255.6944729	400	86.13777778	400
416	255.6286291	400	86.01777778	400
417	255.4207952	400	86.08444444	400
418	255.3882087	400	85.99444444	400
419	255.6375609	400	86.02777778	400
420	255.4003632	400	86.02777778	400
421	255.3865393	400	86.19444444	400
422	255.3865393	400	86.19444444	400
423	255.6915643	400	86.31444444	400
424	255.6976898	400	86.18111111	400
425	255.6791566	400	86.14777778	400
426	255.9124156	400	86.28444444	400
427	255.9307651	400	86.33444444	400
428	255.6653885	400	86.29444444	400
429	255.6653885	400	86.29444444	400
430	255.530568	400	86.07777778	400
431	255.720199	400	86.29777778	400
432	255.737947	400	86.32777778	400
433	255.8282885	400	86.32777778	400
434	255.978881	400	86.49444444	400
435	255.9671251	400	86.49444444	400
436	256.0624511	400	86.56111111	400
437	256.0117335	400	86.60111111	400
438	256.0758695	400	86.46777778	400
439	256.0758695	400	86.46777778	400
440	256.2851864	400	86.65111111	400
441	256.3353944	400	86.58444444	400
442	256.1729159	400	86.68777778	400
443	256.1603454	400	86.63777778	400
444	256.2604862	400	86.57111111	400
445	256.1219498	400	86.41777778	400
446	256.2346163	400	86.36777778	400
447	256.3886519	400	86.43444444	400
448	256.5040383	400	86.48944444	400
449	256.4003408	400	86.52277778	400
450	256.3985636	400	86.48111111	400
451	256.3838173	400	86.50444444	400
452	256.2767157	400	86.07944444	400
453	256.3203723	400	86.17777778	400
454	256.3203723	400	86.17777778	400
455	256.4282454	400	86.17777778	400
456	256.4094483	400	86.17777778	400
457	256.3416209	400	86.05777778	400
458	256.3094218	400	85.98	400
459	256.1823074	400	85.89333333	400
460	255.9438311	400	85.63777778	400
461	255.9075704	400	85.83166667	400
462	256.0627799	400	86.10611111	400
463	256.0909383	400	86.22277778	400
464	255.9314983	400	86.15611111	400
465	255.8094105	400	86.10055556	400
466	255.889478	400	86.10055556	400
467	255.8730129	400	86.22055556	400
468	255.9803834	400	86.22055556	400
469	255.9088196	400	86.30055556	400
470	255.9088196	400	86.30055556	400
471	255.9909223	400	86.26722222	400
472	255.8670537	400	86.23722222	400
473	255.9551141	400	85.81777778	400
474	255.7998774	400	85.65111111	400
475	256.0129816	400	85.94277778	400
476	255.8944734	400	85.67277778	400
477	255.7806757	400	85.67277778	400
478	255.943885	400	85.72277778	400
479	256.0419396	400	85.72277778	400
480	256.0158032	400	85.72277778	400
481	256.4171888	400	86.10944444	400
482	256.3284477	400	85.86944444	400
483	256.3610343	400	85.99444444	400
484	256.2611352	400	86.03111111	400
485	256.3934113	400	86.04777778	400
486	256.2839148	400	86.03111111	400
487	256.1968963	400	86.09777778	400
488	256.1968963	400	86.09777778	400
489	256.3357032	400	86.16444444	400
490	256.3662846	400	86.06444444	400
491	256.3662846	400	86.06444444	400
492	256.3568936	400	85.96444444	400
493	256.243746	400	85.79777778	400
494	256.2989013	400	85.79777778	400
495	256.3562454	400	85.84777778	400
496	256.5319716	400	86.06444444	400
497	256.4404969	400	86.01444444	400
498	256.5216232	400	86.06444444	400
499	256.580651	400	86.03111111	400
500	256.5331033	400	86.05111111	400
501	256.5553064	400	86.05111111	400
502	256.4842966	400	86.11777778	400
503	256.5356862	400	86.11777778	400
504	256.5762655	400	86.03444444	400
505	256.6214243	400	86.01777778	400
506	256.5842726	400	86.01444444	400
507	256.6467285	400	86.16777778	400
508	256.6428867	400	86.14777778	400
509	256.5800941	400	86.14777778	400
510	256.6821849	400	86.18111111	400
511	256.7044886	400	86.54777778	400
512	256.6353974	400	86.28277778	400
513	256.6409789	400	86.28277778	400
514	256.6409789	400	86.28277778	400
515	256.693295	400	86.59944444	400
516	256.7025039	400	86.59944444	400
517	256.7025039	400	86.59944444	400
518	256.779006	400	86.59944444	400
519	256.6229105	400	86.61611111	400
520	256.6514506	400	86.64611111	400
521	256.5525965	400	86.66611111	400
522	256.5504024	400	86.70777778	400
523	256.5544751	400	86.65777778	400
524	256.6002846	400	86.49111111	400
525	256.7238779	400	86.49444444	400
526	256.8300615	400	86.62777778	400
527	256.6950362	400	86.81111111	400
528	256.6398048	400	86.79111111	400
529	256.7818134	400	86.68777778	400
530	256.773356	400	86.72111111	400
531	256.293143	400	86.68277778	400
532	256.2923291	400	86.69111111	400
533	256.4382246	400	86.69944444	400
534	256.4382246	400	86.69944444	400
535	256.4382246	400	86.69944444	400
536	256.4285809	400	86.61611111	400
537	256.4478412	400	86.61611111	400
538	256.4422814	400	86.66055556	400
539	256.4920399	400	86.92444444	400
540	256.4962115	400	86.87944444	400
541	256.4000972	400	86.50444444	400
542	256.3547233	400	86.32944444	400
543	256.476489	400	86.44611111	400
544	256.4049333	400	86.47611111	400
545	256.3339794	400	86.47611111	400
546	256.4212291	400	86.44611111	400
547	256.3569255	400	86.59277778	400
548	256.4203938	400	86.65944444	400
549	256.5608105	400	86.65944444	400
550	256.6206209	400	86.56944444	400
551	256.5226141	400	86.69444444	400
552	256.8371306	400	86.74444444	400
553	256.9742534	400	86.91444444	400
554	256.8401907	400	86.96444444	400
555	256.8350518	400	86.91444444	400
556	256.9059519	400	87.04777778	400
557	256.896043	400	87.01777778	400
558	256.9779852	400	87.11777778	400
559	257.1414833	400	87.25444444	400
560	257.1902429	400	87.12444444	400
561	257.3370416	400	87.08777778	400
562	257.5571347	400	87.48777778	400
563	257.3940114	400	87.43777778	400
564	257.4507699	400	87.44111111	400
565	257.3254514	400	87.32111111	400
566	257.3491769	400	87.48777778	400
567	257.6813759	400	87.89777778	400
568	257.4971653	400	87.64111111	400
569	257.5026243	400	87.64111111	400
570	257.5111051	400	87.64111111	400
571	257.5758146	400	87.74111111	400
572	257.6158831	400	87.75777778	400
573	257.5643636	400	87.66444444	400
574	257.6503465	400	87.78444444	400
575	257.5364587	400	87.61444444	400
576	257.5440199	400	87.59444444	400
577	257.594544	400	87.62277778	400
578	257.5657938	400	87.62277778	400
579	257.6843154	400	87.66944444	400
580	257.6592616	400	87.77777778	400
581	257.7591809	400	87.83444444	400
582	257.7273096	400	87.80111111	400
583	257.8017227	400	88.02111111	400
584	257.8017227	400	88.02111111	400
585	257.8657906	400	87.90444444	400
586	257.7583103	400	87.90444444	400
587	257.9164125	400	88.08777778	400
588	257.9253206	400	88.04611111	400
589	258.1495285	400	88.04944444	400
590	258.1578905	400	88.02944444	400
591	258.2589297	400	88.14944444	400
592	258.2694681	400	88.21611111	400
593	258.3620338	400	88.34777778	400
594	258.3767722	400	88.24777778	400
595	258.2898646	400	88.28777778	400
596	258.2610475	400	88.35111111	400
597	258.2509312	400	88.29111111	400
598	258.1172489	400	88.27111111	400
599	258.1614962	400	88.42111111	400
600	258.1623692	400	88.36444444	400
601	258.0670459	400	88.26444444	400
602	258.2103071	400	88.24111111	400
603	258.2409871	400	88.28777778	400
604	257.9240485	400	88.18777778	400
605	257.8333571	400	88.14777778	400
606	257.9059047	400	88.08027778	400
607	257.8353915	400	88.02527778	400
608	257.810844	400	88.03527778	400
609	257.8330471	400	88.03527778	400
610	257.8675164	400	88.05361111	400
611	257.8558733	400	88.05361111	400
612	258.0912196	400	88.23694444	400
613	258.0959024	400	88.19527778	400
614	258.044601	400	88.11194444	400
615	258.0223978	400	88.21194444	400
616	257.7874895	400	87.74861111	400
617	257.7510899	400	87.74361111	400
618	257.610456	400	87.62361111	400
619	257.6573879	400	87.66111111	400
620	257.6108215	400	87.52777778	400
621	257.5941809	400	87.48611111	400
622	257.5022457	400	87.44444444	400
623	257.7631018	400	87.39861111	400
624	257.8093206	400	87.39861111	400
625	257.8033549	400	87.66527778	400
626	257.8854369	400	87.97861111	400
627	257.9795623	400	88.10694444	400
628	258.0938916	400	88.09027778	400
629	257.7774816	400	87.89861111	400
630	257.7524761	400	87.76527778	400
631	257.8672744	400	87.86527778	400
632	258.0859495	400	87.94527778	400
633	258.2113297	400	88.04527778	400
634	258.177582	400	88.00861111	400
635	258.3613476	400	88.42361111	400
636	258.3267181	400	88.29361111	400
637	258.2553761	400	88.34027778	400
638	258.2595245	400	88.42694444	400
639	258.1958601	400	88.24027778	400
640	258.2128326	400	88.37361111	400
641	258.1352406	400	88.46027778	400
642	258.0781141	400	88.46444444	400
643	258.1679127	400	88.24444444	400
644	258.192664	400	88.19777778	400
645	258.1074952	400	87.97444444	400
646	258.0574444	400	87.82111111	400
647	257.762949	400	87.53777778	400
648	257.786865	400	87.60444444	400
649	257.8718475	400	87.80444444	400
650	257.8909648	400	87.76444444	400
651	257.9124933	400	87.76444444	400
652	257.9177169	400	87.76444444	400
653	257.9126255	400	87.70611111	400
654	257.8632126	400	87.61444444	400
655	257.7789271	400	87.51444444	400
656	257.7061585	400	87.51444444	400
657	257.8185063	400	87.63111111	400
658	257.8231667	400	87.68111111	400
659	257.8511828	400	87.72777778	400
660	257.8478909	400	87.74777778	400
661	257.6962612	400	87.74777778	400
662	257.6976843	400	87.79777778	400
663	257.7627885	400	87.71111111	400
664	257.756211	400	87.71111111	400
665	257.709579	400	87.71111111	400
666	257.6510035	400	87.81111111	400
667	257.7994878	400	87.87777778	400
668	257.8773766	400	87.67777778	400
669	257.8791888	400	87.75777778	400
670	257.8488748	400	87.75777778	400
671	257.6734195	400	87.69444444	400
672	257.6841079	400	87.74444444	400
673	257.7548303	400	87.75777778	400
674	257.8413535	400	87.72777778	400
675	257.6601987	400	87.65444444	400
676	257.5554185	400	87.65444444	400
677	257.7687615	400	87.58111111	400
678	257.8253379	400	87.51111111	400
679	257.771099	400	87.51111111	400
680	257.8071039	400	87.89777778	400
681	257.6902276	400	87.75111111	400
682	257.8213609	400	87.98444444	400
683	257.7850552	400	87.95444444	400
684	257.8492721	400	88.05444444	400
685	257.9373348	400	88.11444444	400
686	257.8405775	400	88.19277778	400
687	257.8005274	400	88.10944444	400
688	257.8260073	400	88.06277778	400
689	257.956618	400	88.14277778	400
690	258.0260485	400	88.18111111	400
691	257.993809	400	88.19777778	400
692	258.0358784	400	88.22777778	400
693	258.0660134	400	88.24277778	400
694	258.0965501	400	88.30111111	400
695	257.8507536	400	88.24944444	400
696	257.8914099	400	88.30777778	400
697	257.891116	400	88.34111111	400
698	257.7378849	400	88.44111111	400
699	257.7247097	400	88.45777778	400
700	257.7232265	400	88.44111111	400
701	257.6193566	400	88.40777778	400
702	257.5237822	400	88.44111111	400
703	257.5399573	400	88.39111111	400
704	257.8098909	400	88.52444444	400
705	257.6703541	400	88.62444444	400
706	257.6323865	400	88.62444444	400
707	257.59546	400	88.62444444	400
708	257.5781756	400	88.62444444	400
709	257.5866848	400	88.62444444	400
710	257.5866848	400	88.62444444	400
711	257.492743	400	88.67444444	400
712	257.5957117	400	88.47444444	400
713	257.6000607	400	88.29111111	400
714	257.5557026	400	88.29111111	400
715	257.5392616	400	88.32777778	400
716	257.6864234	400	88.29777778	400
717	257.6678705	400	88.38111111	400
718	257.574379	400	88.38111111	400
719	257.6600051	400	88.38444444	400
720	257.5572018	400	88.17444444	400
721	257.4318449	400	88.13111111	400
722	257.4474519	400	88.08111111	400
723	257.6248137	400	88.08111111	400
724	257.6704883	400	88.19777778	400
725	257.3707109	400	88.08111111	400
726	257.322662	400	87.88111111	400
727	257.388772	400	87.88111111	400
728	257.3568206	400	88.04777778	400
729	257.446789	400	88.34777778	400
730	257.3579663	400	88.34777778	400
731	257.343103	400	88.34777778	400
732	257.3317	400	88.34777778	400
733	257.284944	400	88.28111111	400
734	257.3408093	400	88.19444444	400
735	257.4412449	400	88.29222222	400
736	257.57245	400	88.29222222	400
737	257.5815815	400	88.37222222	400
738	257.4582136	400	88.37222222	400
739	257.4441668	400	88.35222222	400
740	257.4428333	400	88.22222222	400
741	257.456489	400	88.23555556	400
742	257.4006913	400	88.23555556	400
743	257.3256712	400	88.37555556	400
744	257.2963791	400	88.05444444	400
745	257.3060423	400	88.03777778	400
746	257.3060423	400	88.03777778	400
747	257.269628	400	88.00444444	400
748	257.3713469	400	87.97111111	400
749	257.3639153	400	87.97111111	400
750	257.3155377	400	88.02111111	400
751	257.3651802	400	87.98777778	400
752	257.3551683	400	88.08777778	400
753	257.3615224	400	88.08777778	400
754	257.3744993	400	88.08777778	400
755	257.3444718	400	88.26444444	400
756	257.3795731	400	88.26444444	400
757	257.3434292	400	88.22444444	400
758	257.3084344	400	88.05777778	400
759	257.482474	400	88.11111111	400
760	257.5152143	400	88.13777778	400
761	257.3562132	400	87.93777778	400
762	257.4484078	400	87.96444444	400
763	257.4484078	400	87.96444444	400
764	257.4903765	400	88.06444444	400
765	257.6215815	400	88.06444444	400
766	257.7336519	400	88.26777778	400
767	257.7881819	400	88.30111111	400
768	257.8299065	400	88.30111111	400
769	257.9773091	400	88.34111111	400
770	257.9316768	400	88.37444444	400
771	258.0387846	400	88.65777778	400
772	258.020502	400	88.53777778	400
773	258.0268561	400	88.53777778	400
774	258.0652657	400	88.70777778	400
775	257.9892443	400	88.48777778	400
776	258.0226185	400	88.48777778	400
