iter	NDCG:top=5;type=Base_SumError	NDCG:top=5;type=Base_SumWeight	MAP:top=5_SumError	MAP:top=5_SumWeight
370	266.2273795	400	98.90083333	400
371	266.3697448	400	99.25083333	400
372	266.495027	400	99.41083333	400
373	266.5901759	400	99.53083333	400
374	266.6005379	400	99.53083333	400
375	266.3996077	400	99.34083333	400
376	266.3121376	400	99.22083333	400
377	266.3121376	400	99.22083333	400
378	266.3121376	400	99.22083333	400
379	266.3075044	400	99.19583333	400
380	266.4155177	400	99.62916667	400
381	266.345556	400	99.59583333	400
382	266.176349	400	99.4125	400
383	266.176349	400	99.4125	400
384	266.176349	400	99.4125	400
385	266.2002806	400	99.4125	400
386	266.2113821	400	99.47916667	400
387	266.3062838	400	99.59916667	400
388	266.2951823	400	99.59916667	400
389	266.3935861	400	99.71916667	400
390	266.1781087	400	99.49916667	400
391	266.3421297	400	99.45916667	400
392	266.2462137	400	99.29916667	400
393	266.265299	400	99.2325	400
394	266.265299	400	99.2325	400
395	266.2881334	400	99.31583333	400
396	266.2881334	400	99.31583333	400
397	266.2578501	400	99.2325	400
398	266.296648	400	99.36583333	400
399	266.2613561	400	99.32916667	400
400	266.3071015	400	99.34916667	400
401	266.2196315	400	99.22916667	400
402	266.2124542	400	99.14583333	400
403	266.2347696	400	99.22916667	400
404	266.240042	400	99.22916667	400
405	266.2465347	400	99.24916667	400
406	266.2914416	400	99.26583333	400
407	266.2438725	400	99.32916667	400
408	266.2811439	400	99.52916667	400
409	266.287498	400	99.52916667	400
410	266.3004709	400	99.6125	400
411	266.5302071	400	100.0658333	400
412	266.5112714	400	99.89916667	400
413	266.5204803	400	99.89916667	400
414	266.5112714	400	99.89916667	400
415	266.4475122	400	99.84916667	400
416	266.1953174	400	99.72916667	400
417	266.1953174	400	99.72916667	400
418	266.2622985	400	99.72916667	400
419	266.245626	400	99.72916667	400
420	266.245626	400	99.72916667	400
421	266.1691802	400	99.79583333	400
422	266.2011311	400	99.84583333	400
423	266.1914226	400	99.8125	400
424	266.2011311	400	99.84583333	400
425	266.2011311	400	99.84583333	400
426	266.2011311	400	99.84583333	400
427	266.1991768	400	99.78583333	400
428	266.2102784	400	99.8525	400
429	266.2121254	400	99.8825	400
430	266.2159672	400	99.8825	400
431	266.2141202	400	99.9025	400
432	266.0767352	400	99.76583333	400
433	266.0767352	400	99.76583333	400
434	266.0329126	400	99.74583333	400
435	266.1828059	400	99.79583333	400
436	266.1828059	400	99.79583333	400
437	266.1901559	400	99.78583333	400
438	266.1605518	400	99.7525	400
439	266.2849798	400	100.1125	400
440	266.2904388	400	100.1125	400
441	266.2786829	400	100.1125	400
442	266.1383336	400	99.97583333	400
443	266.127232	400	99.90916667	400
444	266.1383336	400	99.97583333	400
445	266.1383336	400	99.97583333	400
446	266.045865	400	99.85583333	400
447	266.045865	400	99.85583333	400
448	266.0085902	400	99.7725	400
449	265.9236358	400	99.54583333	400
450	265.9764776	400	99.67083333	400
451	265.8931069	400	99.44583333	400
452	265.9367398	400	99.57083333	400
453	265.9201793	400	99.57083333	400
454	265.8132414	400	99.4875	400
455	265.7190246	400	99.49083333	400
456	265.6503822	400	99.39083333	400
457	265.6382276	400	99.39083333	400
458	265.6382276	400	99.39083333	400
459	265.658072	400	99.39083333	400
460	265.6756291	400	99.39083333	400
461	265.6669938	400	99.39083333	400
462	265.6587451	400	99.39083333	400
463	265.7172721	400	99.39083333	400
464	265.6934962	400	99.39083333	400
465	265.7815228	400	99.45416667	400
466	265.6798153	400	99.30416667	400
467	265.9224726	400	99.30416667	400
468	265.9224726	400	99.30416667	400
469	265.8737902	400	99.30416667	400
470	265.8337383	400	99.30416667	400
471	265.8706647	400	99.30416667	400
472	265.8706647	400	99.30416667	400
473	265.911546	400	99.30416667	400
474	265.973728	400	99.32083333	400
475	265.9336761	400	99.32083333	400
476	265.9447776	400	99.32083333	400
477	265.9447776	400	99.32083333	400
478	265.8990424	400	99.32083333	400
479	265.8944413	400	99.2375	400
480	265.9614224	400	99.2375	400
481	265.9614224	400	99.2375	400
482	265.9614224	400	99.2375	400
483	265.9457479	400	99.22083333	400
484	265.8997742	400	99.22083333	400
485	265.8997742	400	99.22083333	400
486	265.7668391	400	98.9875	400
487	265.8525412	400	99.1875	400
488	265.8905088	400	99.1875	400
489	265.9026634	400	99.1875	400
490	265.9026634	400	99.1875	400
491	265.8739047	400	99.27083333	400
492	265.8640517	400	99.25416667	400
493	265.8640517	400	99.25416667	400
494	265.871889	400	99.27083333	400
495	265.7639838	400	99.0375	400
496	265.7639838	400	99.0375	400
497	265.7488457	400	99.0375	400
498	265.7488457	400	99.0375	400
499	265.7710487	400	99.0375	400
500	265.8146196	400	98.97083333	400
501	265.6155348	400	98.70416667	400
502	265.7108823	400	98.68416667	400
503	265.6290825	400	98.58416667	400
504	265.616794	400	98.50083333	400
505	265.5140148	400	98.50083333	400
506	265.8137976	400	98.60083333	400
507	265.6825925	400	98.60083333	400
508	265.7705395	400	98.62083333	400
509	265.7961819	400	98.84083333	400
510	265.973589	400	98.8575	400
511	265.9498184	400	98.89083333	400
512	266.0012079	400	98.87416667	400
513	265.9415259	400	98.76416667	400
514	265.9415259	400	98.76416667	400
515	265.9489576	400	98.76416667	400
516	265.9737819	400	98.78416667	400
517	266.0582165	400	98.7675	400
518	266.0773156	400	98.8475	400
519	265.961297	400	98.8475	400
520	266.1483947	400	99.20416667	400
521	266.1547488	400	99.20416667	400
522	266.1662226	400	98.99083333	400
523	266.2515481	400	99.0675	400
524	266.3220368	400	99.1475	400
525	266.3220368	400	99.1475	400
526	266.3499506	400	99.30083333	400
527	266.355786	400	99.30083333	400
528	266.355786	400	99.30083333	400
529	266.3716308	400	99.2675	400
530	266.2767291	400	99.2475	400
531	266.2750738	400	99.26416667	400
532	266.2750738	400	99.26416667	400
533	266.1866311	400	99.07416667	400
534	266.1464073	400	99.07416667	400
535	266.1605217	400	99.02416667	400
536	266.1605217	400	99.02416667	400
537	266.033968	400	99.00083333	400
538	266.0380867	400	99.03083333	400
539	266.091499	400	99.0275	400
540	266.1100509	400	99.11083333	400
541	266.0591155	400	99.04083333	400
542	266.1433719	400	99.39083333	400
543	266.1433719	400	99.39083333	400
544	266.147555	400	99.39083333	400
545	266.0751728	400	99.39083333	400
546	266.3450489	400	99.67083333	400
547	266.3450489	400	99.67083333	400
548	266.4014347	400	99.69083333	400
549	266.3417273	400	99.67083333	400
550	266.2481862	400	99.42083333	400
551	266.2521788	400	99.42083333	400
552	266.2843736	400	99.50416667	400
553	266.1483161	400	99.40416667	400
554	266.2594019	400	99.56416667	400
555	266.1891935	400	99.56416667	400
556	266.4200764	400	99.92083333	400
557	266.5467203	400	100.1541667	400
558	266.5467203	400	100.1541667	400
559	266.5926941	400	100.3208333	400
560	266.381606	400	99.95083333	400
561	266.4136704	400	99.95083333	400
562	266.3949628	400	99.87416667	400
563	266.4435246	400	99.97416667	400
564	266.4310715	400	100.0008333	400
565	266.350902	400	99.85416667	400
566	266.3492939	400	100.0441667	400
567	266.3492327	400	100.0441667	400
568	266.2944262	400	99.92416667	400
569	266.4052055	400	100.0441667	400
570	266.3895808	400	99.80083333	400
571	266.3833282	400	99.67861111	400
572	266.4489307	400	99.79861111	400
573	266.4160077	400	99.57861111	400
574	266.4363098	400	99.65416667	400
575	266.3051047	400	99.65416667	400
576	266.2749068	400	99.69416667	400
577	266.2452721	400	99.64083333	400
578	266.2452721	400	99.64083333	400
579	266.3309742	400	99.84083333	400
580	266.3965767	400	99.96083333	400
581	266.3965767	400	99.96083333	400
582	266.4005693	400	99.96083333	400
583	266.3942152	400	99.96083333	400
584	266.296653	400	99.92083333	400
585	266.1714791	400	99.92083333	400
586	266.1714791	400	99.92083333	400
587	266.1714791	400	99.92083333	400
588	266.1714791	400	99.92083333	400
589	266.2602383	400	99.98416667	400
590	266.4061391	400	100.0408333	400
591	266.1141264	400	99.66527778	400
592	266.1166027	400	99.59527778	400
593	266.063031	400	99.57861111	400
594	266.0719088	400	99.65416667	400
595	266.116315	400	99.65416667	400
596	266.116315	400	99.65416667	400
597	266.0041336	400	99.45416667	400
598	266.0976743	400	99.54083333	400
599	266.0802816	400	99.4575	400
600	266.0842741	400	99.4775	400
601	266.1253201	400	99.5575	400
602	266.0125132	400	99.2975	400
603	266.0691011	400	99.2975	400
604	266.0155888	400	99.2975	400
605	266.023426	400	99.31416667	400
606	266.043066	400	99.3275	400
607	266.0965784	400	99.3275	400
608	266.0155609	400	99.3275	400
609	266.1407348	400	99.3275	400
610	266.1172231	400	99.3275	400
611	266.1172231	400	99.3275	400
612	266.2037393	400	99.41083333	400
613	266.2569787	400	99.51083333	400
614	266.273955	400	99.51083333	400
615	266.3283703	400	99.7975	400
616	266.4304899	400	99.9575	400
617	266.4212629	400	99.92416667	400
618	266.2927721	400	99.66861111	400
619	266.3462845	400	99.66861111	400
620	266.3462845	400	99.66861111	400
621	266.3377793	400	99.68861111	400
622	266.3140291	400	99.55861111	400
623	266.3929255	400	99.71416667	400
624	266.4003572	400	99.75416667	400
625	266.4676484	400	99.90527778	400
626	266.4676484	400	99.90527778	400
627	266.5378843	400	99.73861111	400
628	266.4464138	400	99.73861111	400
629	266.5378843	400	99.73861111	400
630	266.4961597	400	99.73861111	400
631	266.5144066	400	99.84194444	400
632	266.4645284	400	100.0919444	400
633	266.5048618	400	100.2252778	400
634	266.3840487	400	100.2752778	400
635	266.3440891	400	99.77527778	400
636	266.3357782	400	99.77527778	400
637	266.3858137	400	99.77527778	400
638	266.4966784	400	100.4419444	400
639	266.5224385	400	100.4252778	400
640	266.5238847	400	100.4608333	400
641	266.4614465	400	100.2275	400
642	266.4614465	400	100.2275	400
643	266.4839414	400	100.4241667	400
644	266.5649379	400	100.4041667	400
645	266.5958959	400	100.4875	400
646	266.5687797	400	100.4041667	400
647	266.2861533	400	99.63916667	400
648	266.3558763	400	99.62916667	400
649	266.3514072	400	99.62916667	400
650	266.2811989	400	99.62916667	400
651	266.2856501	400	99.62916667	400
652	266.4577273	400	100.1291667	400
653	266.4939286	400	100.2541667	400
654	266.5000368	400	100.2541667	400
655	266.5377356	400	100.2875	400
656	266.6033381	400	100.2875	400
657	266.6033381	400	100.2875	400
658	266.6033381	400	100.2875	400
659	266.6223219	400	100.2875	400
660	266.7202059	400	100.5608333	400
661	266.6546034	400	100.5608333	400
662	266.5563968	400	100.3775	400
663	266.4833626	400	100.1875	400
664	266.5572673	400	100.3475	400
665	266.5245802	400	100.2641667	400
666	266.5320118	400	100.2641667	400
667	266.492719	400	100.2641667	400
668	266.4647633	400	100.1641667	400
669	266.4428632	400	100.1641667	400
670	266.4379088	400	100.1441667	400
671	266.4379088	400	100.1441667	400
672	266.4701902	400	100.2675	400
673	266.4966971	400	100.3508333	400
674	266.5016515	400	100.3708333	400
675	266.5054934	400	100.3708333	400
676	266.5872932	400	100.4708333	400
677	266.6528957	400	100.4708333	400
678	266.6280459	400	100.3875	400
679	266.6427207	400	100.4875	400
680	266.6270462	400	100.4708333	400
681	266.6108489	400	100.3708333	400
682	266.5884915	400	100.3708333	400
683	266.6702913	400	100.4708333	400
684	266.677723	400	100.4908333	400
685	266.677723	400	100.4908333	400
686	266.6702913	400	100.4508333	400
687	266.6851546	400	100.4508333	400
688	266.5616301	400	100.3508333	400
689	266.6956412	400	100.7908333	400
690	266.6620211	400	100.6008333	400
691	266.639818	400	100.5675	400
692	266.6162916	400	100.5241667	400
693	266.591159	400	100.4075	400
694	266.6564586	400	100.6075	400
695	266.6116196	400	100.4825	400
696	266.6306819	400	100.5325	400
697	266.6241849	400	100.5625	400
698	266.6659096	400	100.5625	400
699	266.6659096	400	100.5625	400
700	266.6151703	400	100.5625	400
701	266.5916585	400	100.5625	400
702	266.5916585	400	100.5625	400
703	266.6572611	400	100.5625	400
704	266.569791	400	100.5225	400
705	266.4935403	400	100.4058333	400
706	266.4861087	400	100.4058333	400
707	266.5876143	400	100.6458333	400
708	266.5439201	400	100.5875	400
709	266.5896554	400	100.6875	400
710	266.5896554	400	100.6875	400
711	266.4856166	400	100.4675	400
712	266.4666328	400	100.4675	400
713	266.5520925	400	100.6675	400
714	266.4002585	400	100.5441667	400
715	266.4002585	400	100.5441667	400
716	266.4376602	400	100.5441667	400
717	266.4432533	400	100.5275	400
718	266.5307233	400	100.5675	400
719	266.4869883	400	100.3675	400
720	266.4744906	400	100.3675	400
721	266.4893539	400	100.3675	400
722	266.4893539	400	100.3675	400
723	266.4930697	400	100.3875	400
724	266.4782676	400	100.3208333	400
725	266.3410607	400	100.2808333	400
726	266.2973256	400	100.2808333	400
727	266.2787465	400	100.2608333	400
728	266.3649976	400	100.3808333	400
729	266.3824139	400	100.4008333	400
730	266.3824139	400	100.4008333	400
731	266.2512088	400	100.4008333	400
732	266.2724945	400	100.4041667	400
733	266.2865036	400	100.4041667	400
734	266.2865036	400	100.4041667	400
735	266.3407259	400	100.4041667	400
736	266.2042675	400	100.3241667	400
737	266.1538963	400	100.2208333	400
738	266.096687	400	100.1652778	400
739	266.1292831	400	100.1952778	400
740	266.121143	400	100.1952778	400
741	266.121143	400	100.1952778	400
742	266.1182968	400	100.1952778	400
743	266.1934931	400	100.3152778	400
744	266.1182341	400	100.1552778	400
745	266.1838367	400	100.2752778	400
746	266.3419456	400	100.2919444	400
747	266.3419456	400	100.2919444	400
748	266.3256361	400	100.2919444	400
749	266.1875288	400	100.3419444	400
750	266.1727267	400	100.2752778	400
751	266.3066889	400	100.2752778	400
752	266.3141206	400	100.2752778	400
753	266.3363543	400	100.3419444	400
754	266.34548	400	100.6919444	400
755	266.4660863	400	100.6252778	400
756	266.4660863	400	100.6252778	400
757	266.4660863	400	100.6252778	400
758	266.4227787	400	100.5052778	400
759	266.4883812	400	100.6252778	400
760	266.3921706	400	100.2786111	400
761	266.326568	400	100.2786111	400
762	266.3991116	400	100.3452778	400
763	266.4147861	400	100.3952778	400
764	266.3664793	400	100.2086111	400
765	266.3664793	400	100.2086111	400
766	266.503068	400	100.3286111	400
767	266.6342731	400	100.3286111	400
768	266.5804265	400	100.2419444	400
769	266.6034013	400	100.3786111	400
770	266.6182034	400	100.4452778	400
771	266.5891494	400	100.5008333	400
772	266.5923266	400	100.4175	400
773	266.6199612	400	100.6241667	400
774	266.7318412	400	100.5686111	400
775	266.6736974	400	100.5586111	400
776	266.7156515	400	100.4541667	400
777	266.7898666	400	100.7475	400
778	266.7898666	400	100.7475	400
779	266.7735572	400	100.6919444	400
780	266.7558232	400	101.0552778	400
781	266.7325937	400	100.7019444	400
782	266.8198916	400	100.7019444	400
783	266.8262922	400	100.7575	400
