iter	Passed	Remaining
834	14548	20297
835	14580	20301
836	14589	20272
837	14599	20244
838	14608	20215
839	14618	20187
840	14652	20192
841	14662	20164
842	14671	20136
843	14680	20107
844	14690	20079
845	14722	20082
846	14732	20054
847	14741	20026
848	14751	19998
849	14760	19970
850	14798	19980
851	14807	19951
852	14816	19923
853	14826	19895
854	14835	19867
855	14870	19873
856	14880	19846
857	14893	19822
858	14902	19794
859	14911	19766
860	14943	19768
861	14953	19741
862	14962	19713
863	14971	19685
864	14981	19657
865	15012	19658
866	15022	19630
867	15031	19603
868	15040	19575
869	15050	19548
870	15082	19549
871	15091	19522
872	15100	19494
873	15110	19466
874	15119	19439
875	15150	19440
876	15160	19413
877	15169	19385
878	15179	19358
879	15202	19348
880	15262	19385
881	15271	19358
882	15280	19330
883	15289	19302
884	15299	19275
885	15331	19276
886	15340	19248
887	15349	19221
888	15359	19194
889	15368	19167
890	15401	19169
891	15411	19142
892	15420	19115
893	15429	19088
894	15438	19061
895	15475	19068
896	15485	19041
897	15494	19014
898	15503	18987
899	15513	18960
900	15545	18962
901	15555	18935
902	15564	18908
903	15574	18881
904	15583	18854
905	15613	18853
906	15623	18827
907	15632	18800
908	15642	18773
909	15651	18747
910	15682	18746
911	15691	18719
912	15700	18692
913	15710	18666
914	15719	18639
915	15758	18648
916	15767	18622
917	15777	18595
918	15786	18569
919	15796	18543
920	15829	18545
921	15839	18519
922	15852	18497
923	15862	18471
924	15871	18445
925	15908	18450
926	15917	18425
927	15927	18398
928	15936	18372
929	15946	18346
930	15978	18347
931	15988	18321
932	15997	18295
933	16010	18272
934	16019	18247
935	16051	18246
936	16060	18220
937	16070	18195
938	16080	18169
939	16089	18143
940	16121	18143
941	16130	18117
942	16140	18091
943	16149	18065
944	16159	18040
945	16191	18039
946	16200	18014
947	16222	18002
948	16249	17995
949	16272	17985
950	16305	17985
951	16315	17960
952	16324	17935
953	16334	17909
954	16343	17883
955	16374	17882
956	16390	17863
957	16401	17839
958	16410	17813
959	16419	17788
960	16451	17786
961	16460	17760
962	16469	17734
963	16478	17709
964	16488	17684
965	16520	17683
966	16530	17658
967	16541	17634
968	16550	17609
969	16560	17584
970	16592	17583
971	16601	17558
972	16611	17533
973	16620	17507
974	16629	17482
975	16661	17480
976	16670	17455
977	16679	17429
978	16689	17405
979	16698	17379
980	16729	17377
981	16738	17352
982	16748	17327
983	16757	17302
984	16767	17277
985	16799	17276
986	16808	17251
987	16818	17226
988	16827	17201
989	16836	17176
990	16870	17177
991	16880	17152
992	16892	17130
993	16901	17105
994	16911	17081
995	16942	17078
996	16952	17054
997	16961	17029
998	16971	17005
999	16980	16980
1000	17011	16977
1001	17020	16953
1002	17030	16928
1003	17039	16903
1004	17049	16879
1005	17081	16877
1006	17090	16852
1007	17099	16828
1008	17108	16803
1009	17118	16779
1010	17150	16777
1011	17159	16752
1012	17168	16728
1013	17178	16703
1014	17187	16679
1015	17220	16677
1016	17244	16668
1017	17271	16660
1018	17290	16645
1019	17300	16621
1020	17332	16619
1021	17341	16595
1022	17350	16570
1023	17360	16546
1024	17370	16523
1025	17404	16522
1026	17414	16498
1027	17423	16474
1028	17432	16450
1029	17441	16425
1030	17475	16424
1031	17484	16400
1032	17494	16376
1033	17504	16352
1034	17514	16329
1035	17545	16326
1036	17555	16302
1037	17564	16278
1038	17574	16254
1039	17583	16230
1040	17614	16227
1041	17624	16203
1042	17634	16180
1043	17643	16156
1044	17652	16132
1045	17685	16130
1046	17695	16106
1047	17704	16083
1048	17714	16059
1049	17723	16035
1050	17756	16033
1051	17766	16009
1052	17776	15986
1053	17785	15963
1054	17794	15939
1055	17826	15935
1056	17838	15914
1057	17847	15890
1058	17856	15866
1059	17866	15843
1060	17902	15843
1061	17912	15820
1062	17921	15797
1063	17931	15774
1064	17940	15750
1065	17977	15751
1066	17986	15727
1067	17996	15704
1068	18005	15681
1069	18015	15658
1070	18047	15654
1071	18056	15630
1072	18065	15607
1073	18074	15583
1074	18083	15560
1075	18115	15556
1076	18125	15533
1077	18135	15510
1078	18144	15487
1079	18154	15464
